BFD	RA	Dec	Diameter	mag	HD	HIP	Name
22 nu. Peg	22.09465306	5.058527778		4.86	209747	109068	
34 alf Aqr	22.09639889	0		2.95	209750	109074	Sadalmelik
kap Ind	22.09750472	-59.63606944		5.62	209529	109081	
lam Gru	22.10191278	-39.54333611		4.47	209688	109111	
33 iot Aqr	22.10728583	-13.86967222		4.29	209819	109139	
24 iot Peg	22.11685167	25.34511111		3.77	210027	109176	
25 Peg	22.13064028	21.70293056		5.79	210129	109240	
14 mu. PsA	22.13972417	-32.98846389		4.5	210049	109285	
ups PsA	22.14053667	-34.04383611		4.99	210066	109289	
AR Lac	22.14467194	45.74225833		6.11	210334	109303	
35 Aqr	22.14971917	-18.51959167		5.8	210191	109332	
27 pi.01 Peg	22.15378722	33.17233333		5.58	210354	109352	
24 Cep	22.16345306	72.34120556		4.79	210807	109400	
29 pi. Peg	22.16645639	33.17821944		4.28	210459	109410	
15 tau PsA	22.16910556	-32.54840833		4.94	210302	109422	
26 the Peg	22.1699525	6.197791667		3.52	210418	109427	Biham
28 Peg	22.17505083	20.97798611		6.45	210516	109458	
37 Aqr	22.17549167	-10.8204		6.64	210422	109460	
38 e Aqr	22.17707833	-11.56493889		5.43	210424	109472	
21 zet Cep	22.18091	58.20126111		3.39	210745	109492	
22 lam Cep	22.19182889	59.41451389		5.05	210839	109556	
39 Aqr	22.20715528	-14.19395278		6.04	210705	109624	
41 Aqr	22.23843556	-21.07525		5.33	210960	109786	
16 lam PsA	22.23854194	-27.76690833		5.45	210934	109789	
23 eps Cep	22.25047306	57.04346944		4.18	211336	109857	
mu.01 Gru	22.26025556	-41.34669444		4.79	211088	109908	
1 Lac	22.26616	37.74873889		4.14	211388	109937	
mu.02 Gru	22.27404278	-41.62721667		5.11	211202	109973	
42 Aqr	22.28001222	-12.83143333		5.34	211361	110000	
43 the Aqr	22.28056583	-7.783288889		4.17	211391	110003	Ancha
44 Aqr	22.28513889	-5.387166667		5.75	211434	110023	
psi Oct	22.29738722	-77.51155278		5.49	210853	110078	
25 Cep	22.30351389	62.80438889		5.75	211833	110103	
alf Tuc	22.30836	-60.25959722		2.87	211416	110130	
45 Aqr	22.3168725	-13.30499167		5.96	211676	110179	
eps Oct	22.33379778	-80.43975		5.09	210967	110256	
46 rho Aqr	22.33664361	-7.8211		5.35	211838	110273	
30 Peg	22.34099333	5.789497222		5.37	211924	110298	
2 Lac	22.35043	46.53656944		4.55	212120	110351	
32 Peg	22.35537167	28.33052778		4.78	212097	110371	
31 Peg	22.35863194	12.20518611		4.82	212076	110386	
47 Aqr	22.35988	-21.59822778		5.12	212010	110391	
48 gam Aqr	22.36091778	-1.387352778		3.86	212061	110395	Sadalachbia
pi.01 Gru	22.37894694	-45.94795833		6.42	212087	110478	
RW Cep	22.38528222	55.96322778		6.44	212466	110504	
pi.02 Gru	22.38555194	-45.92848611		5.62	212132	110506	
49 Aqr	22.39190222	-24.76266111		5.53	212271	110529	
3 bet Lac	22.39267306	52.22905278		4.42	212496	110538	
33 Peg	22.39432361	20.84823056		6.2	212395	110548	
51 Aqr	22.40191222	-4.837027778		5.79	212404	110578	
50 Aqr	22.40751667	-13.52937222		5.76	212430	110602	
4 Lac	22.40860861	49.47639722		4.55	212593	110609	
nu. Ind	22.41024722	-72.25540278		5.28	211998	110618	
52 pi. Aqr	22.42128417	1.377397222		4.8	212571	110672	
53 f Aqr	22.44286111	-16.74219444		6.57	212697	110778	
34 Peg	22.44371889	4.393758333		5.76	212754	110785	
28 Cep	22.44511	78.78585		5.83	213403	110787	
26 Cep	22.45147556	65.13226667		5.52	213087	110817	
del Tuc	22.45554639	-64.96635833		4.51	212581	110838	
35 Peg	22.46431167	4.695669444		4.78	212943	110882	
nu. Gru	22.47755806	-39.13178333		5.47	212953	110936	
55 zet01 Aqr	22.48050194	0		3.65	213051	110960	
36 Peg	22.48555056	9.129033333		5.6	213119	110986	
27 del Cep	22.4859	58.40410556		6.31	213307	110988	
27 del Cep	22.48618444	58.41520278		4.07	213306	110991	
del01 Gru	22.48782611	-43.49556111		3.97	213009	110997	
5 Lac	22.4921725	47.70688889		4.34	213310	111022	
del02 Gru	22.49595444	-43.74921667		4.12	213080	111043	
29 rho Cep	22.49804972	78.82428333		5.45	213798	111056	Al Kalb al Rai
37 Peg	22.49942639	4.431686111		5.51	213235	111062	
38 Peg	22.50050389	32.57264167		5.64	213323	111068	
56 Aqr	22.50481944	-14.58573056		6.36	213236	111086	
6 Lac	22.50812833	43.12338611		4.52	213420	111104	
57 sig Aqr	22.51078222	-10.67795556		4.82	213320	111123	
zet PsA	22.51493722	-26.07375278		6.43	213296	111138	
7 alf Lac	22.521495	50.28245		3.76	213558	111169	
17 bet PsA	22.52509194	-32.34607778		4.29	213398	111188	
ups Oct	22.52708667	-85.96725		5.76	211539	111196	
58 Aqr	22.52814444	-10.90556389		6.39	213464	111200	
39 Peg	22.54318917	20.23001667		6.43	213617	111278	
nu. Tuc	22.55001806	-61.982125		4.91	213442	111310	
60 Aqr	22.56747611	-1.574266667		5.88	213789	111394	
59 ups Aqr	22.5782325	-20.70820556		5.21	213845	111449	
62 eta Aqr	22.58925889	0		4.04	213998	111497	
31 Cep	22.59614861	73.64318889		5.08	214470	111532	
8 Lac	22.59780389	39.62814722		6.6	214168	111544	
8 Lac	22.59785639	39.63433889		5.73	214167	111546	
sig01 Gru	22.60814111	-40.58268333		6.28	214085	111594	
sig02 Gru	22.61634861	-40.59102778		5.85	214150	111643	
9 Lac	22.62289361	51.54511667		4.64	214454	111674	
63 kap Aqr	22.62927222	-4.22805		5.04	214376	111710	Situla
30 Cep	22.64418083	63.584475		5.19	214734	111797	
40 Peg	22.64794139	19.52226667		5.84	214567	111810	
10 Lac	22.65435528	39.05028056		4.89	214680	111841	
41 Peg	22.66305833	19.68112778		6.33	214698	111884	
11 Lac	22.67523861	44.27630833		4.5	214868	111944	
18 eps PsA	22.67759528	-27.04361944		4.18	214748	111954	
42 zet Peg	22.69102139	10.83138889		3.41	214923	112029	Homam
12 Lac	22.69129167	40.22545278		5.25	214993	112031	
43 omi Peg	22.69594611	29.30763056		4.8	214994	112051	
19 PsA	22.70613528	-29.36104444		6.12	214966	112102	
bet Gru	22.71112472	-46.88458056		2.07	214952	112122	
44 eta Peg	22.71670528	30.22124722		2.93	215182	112158	Matar
67 Aqr	22.72062861	-6.962933333		6.4	215143	112179	
rho Gru	22.72499361	-41.41434444		4.84	215104	112203	
66 g Aqr	22.72645361	-18.830375		4.68	215167	112211	
13 Lac	22.73485528	41.81923333		5.11	215373	112242	
45 Peg	22.75782694	19.36655833		6.27	215510	112358	
eta Gru	22.7605225	-53.50012222		4.84	215369	112374	
bet Oct	22.76763667	-81.38161667		4.13	214846	112405	
47 lam Peg	22.7755125	23.56567778		3.97	215665	112440	
46 ksi Peg	22.77821722	12.17290833		4.2	215648	112447	
68 Aqr	22.79253444	-19.61337222		5.24	215721	112529	
69 tau01 Aqr	22.79521389	-14.05642778		5.68	215766	112542	
70 Aqr	22.80839167	-10.55547778		6.19	215874	112615	
eps Gru	22.80924917	-51.316875		3.49	215789	112623	
71 tau02 Aqr	22.82652806	-13.59262778		4.05	216032	112716	
32 iot Cep	22.82800472	66.20040833		3.5	216228	112724	
48 mu. Peg	22.83338722	24.60158056		3.51	216131	112748	Sadalbari
14 Lac	22.83938194	41.95339167		5.91	216200	112778	
ksi Oct	22.83967	-80.12384444		5.32	215573	112781	
21 PsA	22.85581639	-29.53631111		5.99	216210	112862	
15 Lac	22.86723194	43.31242222		4.95	216397	112917	
49 sig Peg	22.87335444	9.835663889		5.16	216385	112935	
22 gam PsA	22.87542556	-32.87555278		4.46	216336	112948	
73 lam Aqr	22.87690694	-7.579675		3.73	216386	112961	
74 Aqr	22.89130667	-11.61651389		5.8	216494	113031	
tau01 Gru	22.89387028	-48.59828056		6.03	216435	113044	
78 Aqr	22.90947806	-7.204625		6.2	216637	113127	
76 del Aqr	22.91084389	-15.82076389		3.27	216627	113136	Skat
rho Ind	22.91096694	-70.07370833		6.04	216437	113137	
77 Aqr	22.91263056	-16.27195278		5.53	216640	113148	
1 Psc	22.91652361	1.0649		6.11	216701	113167	
50 rho Peg	22.92046417	8.816152778		4.91	216735	113186	
tau02 Gru	22.92110972	-48.49175833		6.67	216656	113190	
tau02 Gru	22.92115167	-48.46575556		7.22	216655	113191	
23 del PsA	22.93247278	-32.53963056		4.2	216763	113246	
16 Lac	22.93989694	41.603875		5.6	216916	113281	
tau03 Gru	22.94661139	-47.96922222		5.72	216823	113307	
EW Lac	22.95125083	48.68406389		5.34	217050	113327	
51 Peg	22.9577725	20.768825		5.45	217014	113357	
52 Peg	22.986615	11.72886111		5.76	217232	113503	
2 Psc	22.99095972	0		5.43	217264	113521	
3 Psc	23.01052889	0		6.22	217428	113610	
zet Gru	23.01466889	-52.75413889		4.11	217364	113638	
81 Aqr	23.02323389	-7.061155556		6.23	217531	113674	
1 omi And	23.03201306	42.32597778		3.62	217675	113726	
82 Aqr	23.04237694	-6.574008333		6.18	217701	113781	
2 And	23.04343944	42.7578		5.09	217782	113788	
pi. PsA	23.05828194	-34.74941944		5.12	217792	113860	
53 bet Peg	23.06290472	28.08278889		2.44	217906	113881	Scheat
4 bet Psc	23.064615	3.82005		4.48	217891	113889	Fum al Samakah
3 And	23.06971778	50.05209444		4.64	218031	113919	
kap Gru	23.07767444	-53.96491944		5.37	217902	113957	
54 alf Peg	23.07933861	15.20536389		2.49	218045	113963	Markab
83 h Aqr	23.0860525	-7.693794444		5.44	218060	113996	
1 Cas	23.110225	59.41976389		4.84	218376	114104	
86 c01 Aqr	23.11133611	-23.74311667		4.48	218240	114119	
the Gru	23.11468194	-43.52043056		4.28	218227	114131	
ups Gru	23.11488611	-38.89256944		5.62	218242	114132	
55 Peg	23.11673917	9.409494444		4.54	218329	114144	
56 Peg	23.11853889	25.46826111		4.76	218356	114155	
4 And	23.12757361	46.38722778		5.3	218452	114200	
5 And	23.12927333	49.29578056		5.68	218470	114210	
33 pi. Cep	23.13162583	75.38750556		4.41	218658	114222	
5 A Psc	23.14470139	2.127872222		5.42	218527	114273	
88 c02 Aqr	23.15743444	-21.17248333		3.68	218594	114341	
57 Peg	23.15873806	8.677166667		5.05	218634	114347	
2 Cas	23.16226056	59.33269444		5.68	218753	114365	
89 c03 Aqr	23.16524889	-22.45762222		4.71	218640	114375	
58 Peg	23.16707278	9.822088889		5.39	218700	114389	
iot Gru	23.17264944	-45.24671944		3.88	218670	114421	
6 And	23.17422417	43.54427222		5.91	218804	114430	
59 Peg	23.19560833	8.720113889		5.15	218918	114520	
60 Peg	23.1969975	26.84730556		6.19	218935	114526	
7 And	23.20916806	49.40620833		4.53	219080	114570	
90 phi Aqr	23.23870972	-6.048988889		4.22	219215	114724	
61 Peg	23.26285889	28.24789444		6.51	219477	114844	
91 psi01 Aqr	23.26486	-9.087736111		4.24	219449	114855	
92 chi Aqr	23.28081639	-7.7265		4.93	219576	114939	
6 gam Psc	23.28609389	3.282286111		3.7	219615	114971	
gam Tuc	23.290495	-58.23573333		3.99	219571	114996	
8 And	23.295735	49.0153		4.82	219734	115022	
93 psi02 Aqr	23.29839028	-9.182491667		4.41	219688	115033	
phi Gru	23.30274583	-40.82436111		5.54	219693	115054	
9 And	23.30647889	41.77367778		5.98	219815	115065	
34 omi Cep	23.31041389	68.111475		4.75	219916	115088	
gam Scl	23.31373306	-32.53201944		4.41	219784	115102	
95 psi03 Aqr	23.31602167	-9.610741667		4.99	219832	115115	
94 Aqr	23.31847667	-13.45844722		5.2	219834	115126	
96 Aqr	23.32332694	-5.124355556		5.56	219877	115142	
11 And	23.32494667	48.625325		5.44	219945	115152	
10 And	23.33122806	42.07806111		5.81	219981	115191	
7 b Psc	23.33905111	5.381311111		5.05	220009	115227	
62 tau Peg	23.34395639	23.74033889		4.58	220061	115250	Kerb
63 Peg	23.34709861	30.41491944		5.58	220088	115271	
12 And	23.34812889	38.182325		5.77	220117	115280	
64 Peg	23.36525917	31.81245556		5.35	220222	115355	
97 Aqr	23.37754528	-15.03935		5.19	220278	115404	
65 Peg	23.37792028	20.82871389		6.28	220318	115407	
98 b01 Aqr	23.38286028	-20.10035278		3.96	220321	115438	
66 Peg	23.38460306	12.31391667		5.09	220363	115444	
4 Cas	23.41396194	62.28280556		4.96	220652	115590	
67 Peg	23.41412028	32.38488333		5.56	220599	115591	
68 ups Peg	23.42299556	23.40410278		4.42	220657	115623	
99 b02 Aqr	23.43410722	-20.64201389		4.38	220704	115669	
omi Gru	23.44349333	-52.72160833		5.53	220729	115713	
8 kap Psc	23.44887667	1.255613889		4.95	220825	115738	
13 And	23.45205611	42.91201389		5.75	220885	115755	
9 Psc	23.45410944	1.122608333		6.26	220858	115768	
69 Peg	23.46121833	25.16728333		5.99	220933	115806	
10 the Psc	23.46613778	6.378991667		4.27	220954	115830	
tau Oct	23.46771861	-87.48221389		5.5	219765	115836	
70 Peg	23.48591611	12.76055278		4.54	221115	115919	
AR Cas	23.50053333	58.54891111		4.89	221253	115990	
14 And	23.52150389	39.2362		5.22	221345	116076	
100 Aqr	23.52834528	-21.36945278		6.24	221357	116118	
13 Psc	23.53265722	-1.085886111		6.39	221409	116146	
bet Scl	23.549515	-37.818275		4.38	221507	116231	
101 b03 Aqr	23.55463833	-20.91464167		4.7	221565	116247	
71 Peg	23.55780389	22.49877778		5.33	221615	116264	
72 Peg	23.56588972	31.32528333		4.97	221673	116310	
14 Psc	23.56917139	-1.247566667		5.91	221675	116323	
15 And	23.57709361	40.23643333		5.55	221756	116354	
73 Peg	23.57727861	33.49732778		5.63	221758	116355	
iot Phe	23.58460139	-42.61508889		4.69	221760	116389	
15 Psc	23.59127167	1.313138889		6.47	221833	116422	
16 Psc	23.60646833	2.102216667		5.68	221950	116495	
16 lam And	23.6260675	46.45815278		3.81	222107	116584	
74 Peg	23.62770611	16.82549722		6.26	222098	116592	
75 Peg	23.632445	18.40066944		5.49	222133	116611	
17 iot And	23.63561167	43.268075		4.29	222173	116631	
18 And	23.65231417	50.47172778		5.35	222304	116709	
35 gam Cep	23.6557775	77.63230833		3.21	222404	116727	Alrai
the Phe	23.65776722	-46.63781111		6.07	222287	116737	
102 ome01 Aqr	23.66307444	-14.22216667		4.97	222345	116758	
17 iot Psc	23.66584472	5.626316667		4.13	222368	116771	
19 kap And	23.67347417	44.33393611		4.15	222439	116805	
mu. Scl	23.67726389	-32.073125		5.3	222433	116820	
103 A01 Aqr	23.69291361	-18.02707778		5.36	222547	116889	
104 A02 Aqr	23.69605722	-17.81653611		4.82	222574	116901	
104 A02 Aqr	23.69621611	-17.78353611		8.58	222561	116904	
18 lam Psc	23.70077972	1.780047222		4.49	222603	116928	
105 ome02 Aqr	23.71204028	-14.54489722		4.49	222661	116971	
76 Peg	23.71218389	16.33571944		6.3	222683	116972	
77 Peg	23.7228775	10.33153611		5.09	222764	117020	
78 Peg	23.73319028	29.36145833		4.93	222842	117073	
106 i01 Aqr	23.73668417	-18.27693056		5.24	222847	117089	
107 i02 Aqr	23.76699167	-18.67970833		5.28	223024	117218	
20 psi And	23.76723583	46.42026944		4.97	223047	117221	
19 TX Psc	23.77319917	3.486811111		4.95	223075	117245	
5 tau Cas	23.78429306	58.65198889		4.88	223165	117301	
sig Phe	23.78777667	-50.22645833		5.18	223145	117315	
20 Psc	23.79903972	-2.7616		5.49	223252	117375	
6 Cas	23.813935	62.21450556		5.43	223385	117447	
del Scl	23.81542944	-28.13027222		4.59	223352	117452	
21 Psc	23.82429861	1.076130556		5.77	223438	117491	
79 Peg	23.82760972	28.84238889		5.95	223461	117500	
80 Peg	23.8559025	9.313352778		5.77	223637	117628	
108 i03 Aqr	23.85592306	-18.90915556		5.17	223640	117629	
22 Psc	23.86606611	2.930386111		5.59	223719	117683	
gam01 Oct	23.86846833	-82.01881667		5.1	223647	117689	
81 phi Peg	23.87480194	19.12028611		5.06	223768	117718	
82 Peg	23.8769725	10.947325		5.3	223781	117730	
h Aqr	23.8807025	-8.996755556		5.76	223807	117756	
24 Psc	23.88210139	-3.155483333		5.93	223825	117761	
25 Psc	23.88465528	2.090625		6.29	223855	117774	
7 rho Cas	23.9063975	57.49938333		4.51	224014	117863	
26 Psc	23.91883139	7.070975		6.22	224103	117927	
V373 Cas	23.92606694	57.41216667		6.03	224151	117957	
V Cep	23.94105639	83.19111944		6.57	224309	118027	
gam02 Oct	23.95913028	-82.16980556		5.72	224362	118114	
eta Tuc	23.95974333	-64.298225		5	224392	118121	
84 psi Peg	23.96264639	25.1414		4.63	224427	118131	
1 Cet	23.97256278	-15.84748611		6.28	224481	118178	
27 Psc	23.97788278	-3.555975		4.88	224533	118209	
pi. Phe	23.98216056	-52.74580278		5.13	224554	118234	
8 sig Cas	23.98348056	55.75493889		4.88	224572	118243	
28 ome Psc	23.988525	6.863325		4.03	224617	118268	
eps Tuc	23.99860556	-65.57713333		4.49	224686	118322	
21 alf And	0.139805556	29.09055556		2.07	358	677	Alpheratz
R And	0.400555556	38.57722222		7.39	1967		
65 i Psc	0.831444444	27.71027778		7.1	4758		
27 gam Cas	0.945138889	60.71666667		2.15	5394	4427	
alf Eri	1.628583333	-57.23666667		0.45	10144	7588	Achernar
p Eri	1.663277778	-56.19472222		5.76	10361		
5 gam02 Ari	1.892166667	19.29583333		4.83	11503		Mesartkhim
113 alf Psc	2.034111111	2.763611111		4.33	12447		Alrisha
57 gam02 And	2.065194444	42.33083333		4.84	12534		
the02 Eri	2.971194444	-40.30444444		4.35	18623		Akamar
48 eps Ari	2.986861111	21.34027778		4.63	18520		
52 Ari	3.09075	25.25527778		7	19135		
26 bet Per	3.136138889	40.95555556		2.09	19356	14576	Algol
33 alf Per	3.405388889	49.86111111		1.79	20902	15863	Mirphak
f Eri	3.809972222	-37.62055556		4.73	24072		
32 w Eri	3.904861111	-2.954722222		4.79	24555		
87 alf Tau	4.598666667	16.50916667		0.87	29139	21421	Aldebaran
55 Eri	4.726416667	-8.796111111		6.7	30021		
R Lep	4.993472222	-14.80583333		7.71	31996		
19 bet Ori	5.242305556	-8.201666667		0.18	34085	24436	Rigel
13 alf Aur	5.278166667	45.99805556		0.08	34029	24608	Capella
24 gam Ori	5.418861111	6.349722222		1.64	35468	25336	Bellatrix
112 bet Tau	5.438194444	28.6075		1.65	35497	25428	Alnath
34 del Ori	5.533444444	-0.299083333		2.25	36486	25930	Mintaka
34 del Ori	5.533472222	-0.28444444		6.85	36485		
39 lam Ori	5.585694444	9.935		5.61	36862		
41 the01 Ori	5.587805556	-5.385277778		7.96	37021		
46 eps Ori	5.603555556	-1.201944444		1.69	37128	26311	Alnilam
48 sig Ori	5.646416667	-2.594166667		6.65	37479		
50 zet Ori	5.679305556	-1.942777778		1.74	37742	26727	Alnitak
50 zet Ori	5.679333333	-1.942777778		4.21	37743		
13 gam Lep	5.740694444	-22.42166667		6.15	38392		
53 kap Ori	5.795944444	-9.669722222		2.07	38771	27366	Saiph
58 alf Ori	5.919527778	7.406944444		0.45	39801	27989	Betelgeuse
U Ori	5.930361111	20.175		5.4	39816		
34 bet Aur	5.992138889	44.9475		1.9	40183	28360	Menkalinan
41 Aur	6.1935	48.71111111		6.09	42127		
2 bet CMa	6.378333333	-17.95583333		1.98	44743	30324	Mirzam
8 eps Mon	6.39625	4.595555556		6.72	44770	30422	
alf Car	6.399194444	-52.69583333		-0.62	45348	30438	Canopus
11 bet Mon	6.480416667	-7.034444444		5.4	45726		
11 bet Mon	6.480416667	-7.034444444		5.6	45727		
24 gam Gem	6.628527778	16.39916667		1.93	47105	31681	Alhena
9 alf CMa	6.752472222	-16.71611111		-1.44	48915	32349	Sirius
21 eps CMa	6.977083333	-28.97222222		1.5	52089	33579	Adara
R Gem	7.122611111	22.70361111		7.68	53791		
31 eta CMa	7.401583333	-29.30305556		2.45	58350	35904	Aludra
n Pup	7.571972222	-23.47472222		5.87	60585		
66 alf Gem	7.576666667	31.88833333		1.98	60179	36850	Castor
66 alf Gem	7.576666667	31.88861111		2.88	60178		Castor
kap02 Pup	7.647166667	-26.80361111		4.62	61556		
10 alf CMi	7.655027778	5.225		0.4	61421	37279	Procyon
78 bet Gem	7.75525	28.02611111		1.16	62509	37826	Pollux
zet Pup	8.05975	-40.00333333		2.21	66811	39429	Naos
gam01 Vel	8.158138889	-47.34583333		4.27	68243		
gam02 Vel	8.158888889	-47.33666667		1.75	68273	39953	Suhail
R Cnc	8.276083333	11.72638889		7.13	69243		
eps Car	8.375222222	-59.50972222		1.86	71129	41037	Avior
24 Cnc	8.444472222	24.53527778		7.81	71153		
23 phi02 Cnc	8.446388889	26.93527778		6.3	71151		
del Vel	8.745055556	-54.70833333		1.93	74956	42913	
17 Hya	8.924888889	-7.971111111		6.67	76370		
14 tau UMa	9.181962648	63.51362647		4.7	78363		
bet Car	9.22	-69.71722222		1.67	80007	45238	Miaplacidus
kap Vel	9.368555556	-55.01083333		2.47	81188	45941	
zet01 Ant	9.512805556	-31.88944444		6.18	82384		
R Car	9.537388889	-62.78888889		6.1	82901		
ups Car	9.785194444	-65.0725		6.26	85124		
R Leo	9.792638889	11.42888889		6.02	84748		
32 alf Leo	10.13952778	11.96722222		1.36	87901	49669	Regulus
41 gam01 Leo	10.33286111	19.84166667		2.01	89484	50583	Algieba
41 gam02 Leo	10.33294444	19.84055556		3.8	89485		
eta Car	10.751	-59.68416667		6.21	93308		Foramen
54 Leo	10.92702778	24.74888889		6.3	94602		
48 bet UMa	11.03069444	56.3825		2.34	95418	53910	Merak
50 alf UMa	11.06213889	61.75083333		1.81	95689	54061	Dubhe
53 ksi UMa	11.30302778	31.52916667		3.79	98230	55203	Alula Australe
53 ksi UMa	11.30305556	31.52916667		4.41	98231		Alula Australis
17 Crt	11.53786111	-29.26111111		5.64	100287		
94 bet Leo	11.81766667	14.57194444		2.14	102647	57632	Denebola
256 Cru	12.44191667	-63.1225		4.86	108250		
alf01 Cru	12.44330556	-63.09916667		0.77	108248	60718	Acrux
alf02 Cru	12.44347222	-63.09944444		1.73	108249		Acrux
gam Cru	12.51941667	-57.11333333		1.59	108903	61084	Gacrux
gam Cru	12.52130556	-57.08111111		6.42	108925		
T UMa	12.60647222	59.48694444		5.5	109729		
R Vir	12.64166667	6.988333333		7.08	109914		
bet Cru	12.79533333	-59.68861111		1.25	111123	62434	Becrux
77 eps UMa	12.90047222	55.95972222		1.76	112185	62956	Alioth
12 alf01 CVn	12.93344444	38.31472222		5.61	112412	63121	
42 alf Com	13.16647222	17.52944444		5.22	114379		
79 zet UMa	13.39875	54.92527778		2.23	116656	65378	Mizar
79 zet UMa	13.399	54.92166667		3.95	116657		Mitsar
67 alf Vir	13.41988889	-11.16138889		0.98	116658	65474	Spica
S Vir	13.55019444	-7.195		6.68	117833		
eps Cen	13.66477778	-53.46638889		2.29	118716	66657	
85 eta UMa	13.79233333	49.31333333		1.85	120315	67301	Alkaid
R CVn	13.81588889	39.54277778		7.4	120499		
3 k Cen	13.86391667	-32.99472222		6.06	120710		
zet Cen	13.92566667	-47.28833333		2.55	121263	68002	
bet Cen	14.06372222	-60.37305556		0.61	122451	68702	Hadar
17 kap01 Boo	14.22436111	51.78777778		6.62	124674	69481	
16 alf Boo	14.26102778	19.1825		-0.05	124897	69673	Arcturus
R Cen	14.27616667	-59.91388889		6.39	124601		
eta Cen	14.59177778	-42.15777778		2.33	127972	71352	
alf Cen	14.65997222	-60.83527778		-0.01	128620	71683	Alpha Centauri
alf Cen	14.66002778	-60.83555556		1.35	128621	71681	Proksima Kentavra
29 pi.02 Boo	14.67886111	16.41777778		5.88	129175		
30 zet Boo	14.68580556	13.72833333		4.43	129247		
alf Lup	14.69883333	-47.38833333		2.3	129056	71860	Men
